9.371,0.692,3.924,0.0101,-0.0013,0.0293,29.21
9.390,0.704,3.922,0.0048,-0.0037,0.0226,29.22
9.347,0.716,3.857,0.0328,0.0045,0.0261,29.21
9.349,0.687,3.840,0.0061,-0.0125,0.0290,29.23
9.299,0.749,3.792,0.0266,0.0035,0.0296,29.21
9.285,0.697,3.910,0.0504,0.0125,0.0280,29.23
9.354,0.699,3.926,0.0400,0.0072,0.0211,29.22
9.397,0.704,3.893,0.0429,0.0112,0.0184,29.22
9.385,0.678,3.886,0.0274,0.0043,0.0296,29.22
9.373,0.702,3.886,0.0024,-0.0099,0.0394,29.22
9.349,0.690,3.919,-0.0155,-0.0184,0.0402,29.20
9.299,0.673,3.903,-0.0160,-0.0147,0.0357,29.22
9.333,0.697,3.879,0.0024,-0.0008,0.0272,29.21
9.352,0.692,3.898,0.0123,0.0083,0.0280,29.22
9.345,0.637,3.852,0.0112,0.0048,0.0306,29.22
9.292,0.613,3.919,0.0035,-0.0029,0.0365,29.20
9.376,0.656,3.926,-0.0131,-0.0115,0.0301,29.21
9.412,0.675,3.917,-0.0208,-0.0107,0.0261,29.20
9.390,0.642,3.900,-0.0269,-0.0115,0.0272,29.22
9.280,0.704,3.862,-0.0173,-0.0040,0.0368,29.22
9.335,0.668,3.934,-0.0155,0.0045,0.0274,29.23
9.342,0.582,3.960,-0.0067,0.0093,0.0061,29.21
9.304,0.615,3.977,-0.0029,0.0131,0.0024,29.20
9.400,0.646,3.929,-0.0155,0.0091,0.0123,29.21
9.335,0.632,4.008,-0.0384,0.0035,0.0288,29.21
9.337,0.702,3.768,-0.0298,0.0147,0.0373,29.21
9.364,0.670,3.847,0.0211,0.0408,0.0232,29.19
9.321,0.575,3.857,0.0059,0.0306,0.0123,29.23
9.357,0.548,4.015,-0.0211,0.0075,0.0085,29.20
9.313,0.649,3.905,-0.0264,-0.0021,0.0152,29.20
9.278,0.651,3.864,0.0128,0.0035,0.0163,29.21
9.290,0.587,3.891,0.0482,0.0091,0.0147,29.21
9.357,0.577,3.996,0.0429,-0.0008,0.0234,29.20
9.419,0.613,3.948,0.0179,-0.0088,0.0325,29.20
9.385,0.594,3.950,0.0189,-0.0088,0.0256,29.20
9.323,0.603,3.912,0.0288,-0.0120,0.0163,29.19
9.280,0.622,3.910,0.0346,-0.0160,0.0200,29.20
9.290,0.632,3.950,0.0282,-0.0125,0.0272,29.21
9.361,0.637,3.900,0.0171,-0.0080,0.0280,29.22
9.376,0.587,3.941,0.0139,-0.0064,0.0248,29.22
9.340,0.572,3.982,-0.0005,-0.0117,0.0272,29.20
9.340,0.603,3.979,-0.0021,-0.0045,0.0258,29.21
9.311,0.634,3.936,0.0197,0.0112,0.0187,29.19
9.273,0.596,4.061,0.0306,0.0080,0.0285,29.21
9.354,0.642,3.852,0.0344,0.0163,0.0296,29.21
9.285,0.594,3.905,0.0546,0.0218,0.0168,29.20
9.321,0.546,3.998,0.0410,0.0080,0.0069,29.22
9.337,0.570,3.943,0.0181,-0.0099,0.0109,29.19
9.340,0.584,3.958,0.0144,-0.0189,0.0157,29.19
9.323,0.577,3.919,0.0221,-0.0173,0.0187,29.20
9.337,0.596,3.915,0.0341,-0.0096,0.0187,29.20
9.347,0.565,3.917,0.0338,-0.0035,0.0200,29.22
9.352,0.541,3.943,0.0232,-0.0091,0.0242,29.22
9.347,0.555,3.919,0.0024,-0.0211,0.0418,29.21
9.414,0.570,3.922,-0.0131,-0.0312,0.0381,29.20
9.318,0.558,3.929,-0.0123,-0.0211,0.0248,29.20
9.349,0.589,3.922,0.0123,-0.0032,0.0003,29.19
