-2.04,0.34,9.71,9.93,IDLE
-2.03,0.38,9.71,9.93,IDLE
-2.04,0.38,9.70,9.92,IDLE
-2.06,0.35,9.68,9.91,IDLE
-2.03,0.35,9.69,9.91,IDLE
-2.08,0.35,9.72,9.94,IDLE
-2.05,0.37,9.72,9.94,IDLE
-2.06,0.38,9.72,9.94,IDLE
-2.05,0.37,9.69,9.91,IDLE
-2.07,0.38,9.72,9.95,IDLE
-2.05,0.37,9.69,9.92,IDLE
-2.06,0.36,9.68,9.90,IDLE
-2.04,0.35,9.69,9.91,IDLE
-2.07,0.34,9.72,9.94,IDLE
-2.04,0.38,9.69,9.91,IDLE
-2.03,0.37,9.72,9.94,IDLE
-2.06,0.36,9.69,9.91,IDLE
-2.07,0.36,9.68,9.91,IDLE
-2.06,0.37,9.73,9.95,IDLE
-2.06,0.36,9.70,9.92,IDLE
-2.08,0.36,9.72,9.95,IDLE
-2.06,0.35,9.70,9.92,IDLE
-2.05,0.34,9.67,9.89,IDLE
-2.07,0.37,9.67,9.90,IDLE
-2.05,0.35,9.72,9.94,IDLE
-2.06,0.37,9.70,9.92,IDLE
-2.06,0.37,9.73,9.95,IDLE
-2.05,0.38,9.72,9.94,IDLE
-2.06,0.36,9.70,9.92,IDLE
-2.06,0.35,9.70,9.92,IDLE
-2.05,0.36,9.70,9.92,IDLE
-2.04,0.35,9.69,9.91,IDLE
-2.06,0.37,9.70,9.92,IDLE
-2.06,0.36,9.74,9.96,IDLE
-2.04,0.37,9.70,9.92,IDLE
-2.04,0.35,9.70,9.92,IDLE
-2.04,0.34,9.70,9.92,IDLE
-2.01,0.33,9.74,9.95,IDLE
-2.07,0.38,9.74,9.96,IDLE
-2.06,0.36,9.69,9.91,IDLE
-2.05,0.38,9.73,9.95,IDLE
-2.07,0.37,9.69,9.91,IDLE
-2.05,0.36,9.69,9.91,IDLE
-2.06,0.32,9.68,9.90,IDLE
-2.05,0.37,9.70,9.92,IDLE
-2.05,0.36,9.72,9.94,IDLE
-2.05,0.36,9.70,9.92,IDLE
-2.05,0.37,9.73,9.95,IDLE
-2.07,0.38,9.71,9.94,IDLE
-2.06,0.35,9.69,9.91,IDLE
-2.05,0.37,9.72,9.94,IDLE
-2.05,0.36,9.69,9.91,IDLE
-2.07,0.35,9.70,9.93,IDLE
-2.07,0.36,9.68,9.91,IDLE
-2.04,0.35,9.70,9.92,IDLE
-2.04,0.32,9.70,9.92,IDLE
-2.05,0.35,9.73,9.95,IDLE
-2.00,0.38,9.69,9.90,IDLE
-2.04,0.40,9.72,9.94,IDLE
-2.08,0.33,9.68,9.91,IDLE
-2.08,0.36,9.66,9.89,IDLE
-2.08,0.36,9.69,9.92,IDLE
-1.99,0.43,9.68,9.89,IDLE
-1.97,0.46,9.73,9.94,IDLE
-2.00,0.39,9.78,9.99,IDLE
-1.99,0.30,9.74,9.95,IDLE
-1.94,0.34,9.71,9.91,IDLE
-1.93,0.40,9.71,9.91,IDLE
-2.19,0.16,9.71,9.95,IDLE
-2.31,0.26,9.55,9.83,IDLE
-2.45,0.40,9.51,9.83,IDLE
-2.29,0.41,9.58,9.86,IDLE
-2.16,0.27,9.69,9.93,IDLE
-2.17,0.11,9.68,9.92,IDLE
-2.38,0.14,9.58,9.87,IDLE
-2.20,0.46,9.72,9.98,IDLE
-1.81,0.49,9.84,10.02,IDLE
-1.77,0.49,9.73,9.90,IDLE
-2.13,0.32,9.68,9.91,IDLE
-2.35,0.26,9.57,9.86,IDLE
-2.41,0.30,9.61,9.91,IDLE
-2.05,0.45,9.67,9.90,IDLE
-1.87,0.61,9.80,10.00,IDLE
-1.89,0.51,9.73,9.93,IDLE
-2.08,0.47,9.71,9.94,IDLE
-2.06,0.57,9.73,9.96,IDLE
-1.83,0.69,9.72,9.92,IDLE
-1.92,0.69,9.72,9.93,IDLE
-1.85,0.57,9.73,9.93,IDLE
-1.93,0.51,9.72,9.92,IDLE
-1.97,0.46,9.74,9.95,IDLE
-1.92,0.65,9.67,9.88,IDLE
-1.73,0.80,9.83,10.01,IDLE
-1.67,0.43,9.82,9.97,IDLE
-2.10,0.21,9.76,9.98,IDLE
-2.25,0.45,9.65,9.92,IDLE
-2.01,0.51,9.71,9.93,IDLE
-1.88,0.47,9.73,9.92,IDLE
-1.95,0.35,9.70,9.90,IDLE
-2.12,0.20,9.58,9.82,IDLE
-2.28,0.54,9.79,10.06,IDLE
-1.95,0.34,9.88,10.07,IDLE
-1.94,0.12,9.46,9.66,IDLE
-2.72,0.31,9.46,9.85,IDLE
-2.04,0.24,9.62,9.84,IDLE
-1.80,0.35,9.68,9.85,IDLE
-2.02,0.22,9.81,10.02,IDLE
-2.35,0.19,9.74,10.03,IDLE
-2.20,0.07,9.46,9.71,IDLE
-1.95,-0.27,9.29,9.49,IDLE
-2.15,0.03,9.45,9.69,IDLE
-2.40,0.08,9.77,10.06,IDLE
-1.79,-0.40,9.89,10.06,IDLE
-1.52,0.52,9.22,9.35,IDLE
-2.13,-0.12,10.04,10.27,IDLE
-2.62,0.58,10.88,11.21,IDLE
-1.76,1.23,9.70,9.93,IDLE
-1.96,-0.26,9.77,9.97,IDLE
-2.37,-0.73,9.13,9.46,IDLE
-2.64,-0.36,9.84,10.19,IDLE
-1.47,0.64,10.14,10.27,IDLE
-1.94,0.85,8.80,9.05,IDLE
-2.27,0.20,9.91,10.17,IDLE
-2.31,0.74,9.48,9.78,IDLE
-1.68,0.07,9.73,9.88,IDLE
-3.20,1.26,8.51,9.18,IDLE
-8.18,4.70,12.22,15.43,IDLE
-15.73,10.69,12.63,22.83,IDLE
-17.21,10.19,14.40,24.64,IDLE
-10.69,3.66,12.28,16.69,IDLE
-4.44,-3.78,10.63,12.13,IDLE
-5.22,-6.89,9.09,12.54,IDLE
-9.10,-4.39,9.93,14.17,IDLE
-12.27,-1.13,10.69,16.31,IDLE
-13.65,1.93,9.92,16.98,IDLE
-9.07,2.48,8.39,12.60,IDLE
-8.48,4.12,7.43,12.00,IDLE
-8.22,4.59,7.30,11.92,IDLE
-5.47,3.52,5.83,8.74,IDLE
-1.51,1.26,3.79,4.28,IDLE
0.54,0.14,3.27,3.32,FREEFALL
-1.74,1.70,5.23,5.77,FREEFALL
-4.46,2.91,7.56,9.25,FREEFALL
-6.72,3.06,8.99,11.63,FREEFALL
-6.39,0.81,8.57,10.73,FREEFALL
-7.17,-0.06,8.38,11.02,FREEFALL
-7.62,-1.13,7.87,11.01,FREEFALL
-6.51,-2.25,6.33,9.35,FREEFALL
-7.02,-1.40,5.50,9.03,FREEFALL
-7.35,-0.37,4.75,8.76,FREEFALL
-7.99,1.11,5.00,9.49,FREEFALL
-6.56,1.47,4.66,8.18,FREEFALL
-5.07,1.34,4.01,6.60,FREEFALL
-3.96,1.12,3.87,5.65,FREEFALL
-3.27,1.39,4.09,5.42,FREEFALL
-2.76,1.91,4.64,5.73,FREEFALL
-3.86,2.61,5.71,7.37,FREEFALL
-5.64,3.09,6.93,9.46,FREEFALL
-6.70,3.20,7.84,10.80,FREEFALL
-6.68,1.91,7.89,10.51,FREEFALL
-5.70,-0.33,7.40,9.35,FREEFALL
-6.88,-0.23,7.50,10.18,FREEFALL
-6.77,-0.74,7.10,9.84,FREEFALL
-7.39,-0.18,7.13,10.27,FREEFALL
-7.47,0.29,6.68,10.02,FREEFALL
-7.57,0.83,5.93,9.65,FREEFALL
-6.02,0.27,4.51,7.53,FREEFALL
-5.01,0.42,4.07,6.47,FREEFALL
-4.93,1.01,4.00,6.43,FREEFALL
-5.43,1.52,3.77,6.78,FREEFALL
-6.26,2.45,4.41,8.04,FREEFALL
-7.10,2.87,5.56,9.46,FREEFALL
-6.10,2.27,5.79,8.71,FREEFALL
-5.62,1.54,6.79,8.94,IDLE
-8.12,2.60,7.92,11.64,IDLE
-9.25,2.63,8.56,12.88,IDLE
-10.45,2.78,8.84,13.97,IDLE
-8.59,1.26,7.60,11.54,IDLE
-8.39,1.15,6.97,10.97,IDLE
-8.20,1.44,6.26,10.41,IDLE
-7.53,1.85,5.33,9.41,IDLE
-6.53,1.68,4.27,7.98,IDLE
-6.54,2.76,3.93,8.11,IDLE
-6.73,2.85,4.31,8.48,IDLE
-6.45,2.60,4.48,8.27,IDLE
-6.65,3.14,4.53,8.63,IDLE
-7.09,3.90,5.41,9.74,IDLE
-7.70,3.47,6.80,10.84,IDLE
-7.50,3.20,7.54,11.11,IDLE
-7.67,1.82,7.51,10.89,IDLE
-7.18,0.63,7.14,10.15,IDLE
-6.52,-0.32,6.19,9.00,IDLE
-6.30,-0.17,5.50,8.37,IDLE
-6.75,0.67,4.87,8.35,IDLE
-6.77,1.45,4.43,8.22,IDLE
-6.80,2.51,4.20,8.38,IDLE
-6.54,3.04,4.36,8.43,IDLE
-5.65,2.52,4.42,7.60,IDLE
-4.72,2.54,4.00,6.69,IDLE
-4.02,2.44,3.97,6.15,IDLE
-4.08,2.17,4.77,6.64,IDLE
-3.86,2.11,4.94,6.61,IDLE
-3.50,1.47,4.82,6.14,IDLE
-0.94,-2.15,2.40,3.36,IDLE
2.75,-4.67,-2.43,5.94,FREEFALL
2.03,-4.05,-3.06,5.46,FREEFALL
-0.62,-1.02,-0.82,1.45,FREEFALL
-2.67,1.11,2.07,3.56,FREEFALL
-3.45,2.04,4.39,5.95,FREEFALL
-1.25,0.98,2.79,3.21,FREEFALL
0.96,0.56,0.51,1.22,FREEFALL
1.83,0.28,-0.17,1.86,FREEFALL
1.15,0.59,1.25,1.80,FREEFALL
-0.10,1.87,2.94,3.48,FREEFALL
-1.34,2.65,4.37,5.28,FREEFALL
