539294,31.33,54.30,7.108,-0.397,7.302,0.223,0.293,0.224,10.199,10.120
539344,31.33,54.27,6.919,-0.357,7.451,0.126,0.250,0.232,10.174,10.125
539394,31.33,54.27,6.759,-0.395,7.434,0.218,0.228,0.246,10.055,10.118
539444,31.31,54.29,6.608,-0.524,7.760,0.201,0.236,0.251,10.205,10.127
539494,31.33,54.26,6.404,-0.551,7.714,0.215,0.036,0.261,10.041,10.118
539544,31.32,54.32,6.902,-0.757,7.942,0.188,-0.034,0.286,10.549,10.161
539594,31.32,54.30,6.103,-0.486,7.178,0.136,-0.093,0.261,9.434,10.089
539645,31.32,54.29,6.584,-0.220,7.652,0.213,-0.319,0.213,10.097,10.090
539694,31.34,54.30,7.099,-0.268,7.262,0.052,-0.349,0.160,10.159,10.096
539744,31.32,54.32,7.195,-0.479,7.587,-0.031,-0.241,-0.007,10.467,10.133
539794,31.34,54.33,6.883,-0.254,7.034,-0.289,-0.335,0.045,9.845,10.105
539844,31.32,54.29,7.357,-0.364,7.192,0.038,-0.227,0.014,10.295,10.124
539895,31.31,54.31,7.867,-0.620,6.943,-0.072,-0.353,0.086,10.511,10.162
539944,31.33,54.30,7.695,-0.711,6.546,-0.126,-0.405,0.165,10.127,10.159
539994,31.32,54.31,7.707,-0.816,6.452,-0.108,-0.503,0.145,10.084,10.151
540045,31.32,54.32,7.700,-1.037,6.273,-0.262,-0.527,0.136,9.985,10.135
540095,31.31,54.32,8.092,-0.881,6.519,-0.204,-0.528,0.064,10.429,10.164
540144,31.32,54.34,7.693,-1.199,5.916,-0.293,-0.427,0.047,9.778,10.126
540195,31.33,54.35,8.119,-1.470,6.021,-0.331,-0.445,-0.054,10.214,10.135
540245,31.32,54.34,8.028,-1.762,5.356,-0.296,-0.630,0.084,9.810,10.102
540294,31.31,54.34,8.339,-1.528,5.315,0.002,-0.715,0.120,10.006,10.093
540344,31.31,54.32,8.253,-1.738,4.784,-0.176,-0.810,0.130,9.696,10.053
540394,31.32,54.36,8.574,-1.750,4.413,0.031,-0.866,0.143,9.800,10.028
540444,31.33,54.36,8.990,-1.525,4.511,-0.020,-0.834,0.105,10.173,10.042
540495,31.33,54.33,9.481,-1.946,4.180,-0.200,-0.646,-0.045,10.543,10.092
540544,31.34,54.34,9.943,-2.128,3.175,-0.305,-0.796,-0.179,10.652,10.148
540594,31.33,54.36,9.845,-2.066,2.811,-0.131,-0.755,-0.247,10.445,10.178
540644,31.34,54.41,9.426,-1.480,3.270,-0.089,-0.370,-0.360,10.086,10.169
540694,31.32,54.36,9.603,-1.283,2.600,-0.261,-0.376,-0.303,10.031,10.155
540744,31.30,54.36,10.353,-1.506,2.344,-0.329,-0.390,-0.207,10.721,10.212
540794,31.30,54.33,10.072,-1.032,1.994,-0.547,-0.672,0.010,10.320,10.222
540844,31.32,54.39,9.735,-1.338,1.092,-0.476,-0.551,0.003,9.887,10.189
540894,31.32,54.39,10.156,-0.903,1.602,-0.500,-0.500,-0.187,10.321,10.202
540944,31.32,54.38,10.795,-0.529,1.116,-0.672,-0.358,-0.173,10.866,10.268
540994,31.32,54.37,10.307,-1.135,0.982,-0.559,-0.404,-0.111,10.416,10.283
541044,31.32,54.41,10.683,-0.512,0.263,-0.381,-0.317,-0.248,10.698,10.325
541096,31.31,54.41,11.349,-0.426,0.134,-0.144,-0.563,-0.101,11.357,10.428
541144,31.33,54.40,10.738,-0.795,0.417,-0.325,-0.549,-0.138,10.775,10.463
541196,31.32,54.38,10.693,-0.888,-0.151,-0.236,-0.168,-0.158,10.730,10.489
541247,31.32,54.39,11.542,-1.860,-0.646,-0.058,-0.450,-0.074,11.709,10.611
541298,31.32,54.41,10.530,-0.931,-0.280,0.037,-0.601,0.274,10.575,10.608
541349,31.32,54.37,11.100,-1.137,-1.034,0.062,0.162,-0.028,11.205,10.668
541401,31.31,54.42,10.678,-0.678,-0.110,0.091,-0.398,0.262,10.700,10.671
541452,31.31,54.41,10.144,-0.728,-0.522,0.034,0.189,-0.081,10.184,10.622
541504,31.32,54.43,9.984,-1.683,-0.429,-0.182,0.176,-0.273,10.134,10.573
541555,31.32,54.42,10.013,-0.565,0.165,0.091,0.118,-0.262,10.030,10.519
541605,31.33,54.40,10.618,-0.900,-0.170,-0.074,0.470,-0.327,10.658,10.533
541656,31.32,54.44,9.989,-0.429,0.237,-0.092,0.196,-0.056,10.001,10.480
541705,31.31,54.41,9.886,-0.836,-0.266,-0.246,0.756,-0.364,9.924,10.424
